Book,Author,Genres,Avg_Rating,Num_Ratings
Hondo,Louis L'Amour,"['Westerns', 'Fiction', 'Historical Fiction', 'Classics', 'Adventure', 'Romance', 'Historical']","4,05","11,727"
The Child Garden,Geoff Ryman,"['Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Speculative Fiction', 'LGBT', 'Science Fiction Fantasy']","3,67","1,492"
1001 Nights: Illustrated Fairy Tales from One Thousand And One Nights,Robert Klanten,['Classics'],"4,13",55
The Ascent of Money: A Financial History of the World,Niall Ferguson,"['History', 'Economics', 'Nonfiction', 'Finance', 'Business', 'Money', 'Politics']","3,9","27,511"
The Future of Us,Jay Asher,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Science Fiction', 'Time Travel', 'Fantasy']","3,57","46,834"
The Little Friend,Donna Tartt,"['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Crime', 'Novels', 'Thriller']","3,47","63,405"
A Vida Perdida de Eva Braun,Angela Lambert,"['History', 'Nonfiction', 'Biography', 'World War II', 'War', 'Germany', '20th Century']","3,73",616
Grit: The Banter and Brutality of the Late-Night Cab,Karl Wiggins,"['Nonfiction', 'True Crime', 'Humor', 'Comedy', 'Biography', 'Memoir', 'Cultural']","3,7","1,188"
Under Milk Wood,Dylan Thomas,"['Poetry', 'Plays', 'Fiction', 'Classics', 'Drama', 'Theatre', 'Literature']","4,03","8,94"
The Tuscan Child,Rhys Bowen,"['Historical Fiction', 'Fiction', 'Mystery', 'Italy', 'Historical', 'War', 'World War II']","4,01","91,703"
The Cat Who Walks Through Walls,Robert A. Heinlein,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Time Travel', 'Speculative Fiction', 'Mystery']","3,71","22,694"
Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary Pipher,"['Nonfiction', 'Psychology', 'Feminism', 'Parenting', 'Education', 'Self Help', 'Mental Health']","3,88","25,805"
James Agee and Walker Evans Let Us Now Praise Famous Men (Penguin Modern Classics) /anglais,AGEE JAMES/ WALKER E,"['Nonfiction', 'History', 'Photography', 'Classics', 'Art', 'Sociology', 'Biography']",4,"3,695"
Discourses,Niccolò Machiavelli,"['Philosophy', 'Politics', 'History', 'Classics', 'Nonfiction', 'Political Science', 'Italian Literature']","4,07","8,784"
An Object of Beauty,Steve Martin,"['Fiction', 'Art', 'Contemporary', 'Novels', 'Audiobook', 'New York', 'Adult Fiction']","3,78","94,903"
The Tibetan Book of Living and Dying,Sogyal Rinpoche,"['Spirituality', 'Buddhism', 'Nonfiction', 'Philosophy', 'Religion', 'Self Help', 'Death']","4,21","28,251"
Shadowland,Peter Straub,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Magic', 'Mystery', 'Supernatural']","3,89","12,032"
Lean Analytics: Use Data to Build a Better Startup Faster,Alistair Croll,"['Business', 'Nonfiction', 'Entrepreneurship', 'Management', 'Technology', 'Design', 'Buisness']","4,1","7,801"
Trespass,Rose Tremain,"['Fiction', 'Mystery', 'France', 'Contemporary', 'Literary Fiction', 'Crime', 'British Literature']","3,57","4,692"
Modern Classics Unconditional Surrender,Evelyn Waugh,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Literature', 'Novels', 'British Literature']","4,05","1,231"
The Matlock Paper,Robert Ludlum Johnson,"['Thriller', 'Fiction', 'Mystery', 'Espionage', 'Suspense', 'Spy Thriller', 'Adventure']","3,9","14,533"
The Edible Woman,Margaret Atwood,"['Fiction', 'Feminism', 'Canada', 'Classics', 'Contemporary', 'Literary Fiction', 'Novels']","3,69","34,814"
When Rabbit Howls,Truddi Chase,"['Nonfiction', 'Psychology', 'Memoir', 'Biography', 'Mental Health', 'Mental Illness', 'Autobiography']","4,04","16,811"
Fast According to Quran & Sunna,Muhammad Zulfiqar,['Islam'],"4,6",62
Red Storm Rising,Tom Clancy,"['Fiction', 'Thriller', 'Military Fiction', 'War', 'Action', 'Espionage', 'Suspense']","4,19","77,287"
ZEALOT: The Life and Times of Jesus of Nazareth,Reza Aslan,"['History', 'Nonfiction', 'Religion', 'Biography', 'Christianity', 'Audiobook', 'Spirituality']","3,85","67,938"
The Space Between Us,Thrity Umrigar,"['Fiction', 'India', 'Historical Fiction', 'Asia', 'Literary Fiction', 'Book Club', 'Contemporary']","4,02","47,81"
Scum Manifesto,Valerie Solanas,"['Feminism', 'Nonfiction', 'Politics', 'Philosophy', 'Essays', 'Classics', 'Gender']","3,71","8,114"
This is How You Lose the Time War,Amal El-Mohtar,"['Science Fiction', 'Romance', 'Fiction', 'LGBT', 'Fantasy', 'Queer', 'Time Travel']","3,95","123,32"
"I, Phoolan Devi",Phoolan Devi,"['Nonfiction', 'India', 'Biography', 'Memoir', 'Autobiography', 'Feminism', 'History']","4,37",663
Iron John: A Book About Men,Robert Bly,"['Psychology', 'Nonfiction', 'Philosophy', 'Self Help', 'Mythology', 'Spirituality', 'Poetry']","3,9","6,145"
Gibbon's Decline and Fall: A Novel,Sheri S. Tepper,"['Science Fiction', 'Fantasy', 'Fiction', 'Feminism', 'Science Fiction Fantasy', 'Speculative Fiction', 'Dystopia']","3,94","2,13"
After,Amy Efaw,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Teen', 'Mystery', 'Crime']","3,73","19,794"
God Speaks,Meher Baba,"['Spirituality', 'Philosophy', 'Religion', 'Mysticism', 'India']","4,57",198
Nation,Terry Pratchett,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Fiction', 'Humor', 'Audiobook']","4,1","34,943"
Endgame,Samuel Beckett,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Irish Literature', 'Literature']","3,8","20,599"
The Rose Garden,Susanna Kearsley,"['Historical Fiction', 'Romance', 'Time Travel', 'Fiction', 'Fantasy', 'Historical', 'Historical Romance']","4,03","31,59"
Inside the Third Reich,Albert Speer,"['History', 'Nonfiction', 'Biography', 'World War II', 'War', 'Memoir', 'Germany']","4,1","13,273"
100 Common Sense Policies to make BRITAIN GREAT again,Karl Wiggins,['Politics'],"4,42",19
Bedtime for Frances,Russell Hoban,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Humor', 'Family']","4,14","27,684"
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,"['Science Fiction', 'Short Stories', 'Fiction', 'Anthologies', 'Audiobook', 'Classics', 'Collections']","4,3","5,731"
A Lion Called Christian: The True Story of the Remarkable Bond Between Two Friends and a Lion,Anthony Bourke,"['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Nature', 'Africa', 'Cats']","4,06","6,684"
No One Belongs Here More Than You,Miranda July,"['Short Stories', 'Fiction', 'Contemporary', 'Literary Fiction', 'American', 'Adult Fiction', 'Literature']","3,8","38,59"
The Machine Stops,E.M. Forster,"['Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Dystopia', 'Fantasy', 'Literature']","4,07","14,768"
Sodom and Gomorrah,Marcel Proust,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Novels', '20th Century']","4,33","7,564"
The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,William Kamkwamba,"['Nonfiction', 'Africa', 'Memoir', 'Biography', 'Science', 'Biography Memoir', 'Malawi']","4,07","28,644"
The Greatest Generation,Tom Brokaw,"['History', 'Nonfiction', 'World War II', 'Biography', 'War', 'American History', 'Historical']","4,02","17,921"
The Agricola and The Germania,Tacitus,"['History', 'Classics', 'Nonfiction', 'Ancient History', 'Biography', 'Roman', 'Ancient']","3,97","5,351"
O Young Man,Darussalam,['Islam'],"4,43",79
The Mandarins,Simone de Beauvoir,"['Fiction', 'Classics', 'Philosophy', 'France', 'Feminism', 'French Literature', 'Novels']","4,17","5,32"
Cry No More,Linda Howard,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Mystery', 'Contemporary Romance', 'Fiction']","4,14","14,958"
Anarchism and Other Essays,Emma Goldman,"['Politics', 'Nonfiction', 'Philosophy', 'Feminism', 'Essays', 'Theory', 'History']","4,05","6,223"
Desecrating Solomon 3,Lucian Bane,"['Dark', 'Suspense', 'Erotica', 'Horror', 'Erotic Romance', 'Romance', 'Drama']","4,21",107
City At The Edge Of Time,Janet E. Morris,"['Fantasy', 'Fiction', 'Heroic Fantasy', 'Dark Fantasy']","4,11",84
Headhunters,Jo Nesbø,"['Crime', 'Thriller', 'Fiction', 'Mystery', 'Scandinavian Literature', 'Mystery Thriller', 'Nordic Noir']","3,8","35,447"
"Oh, the Thinks You Can Think!",Dr. Seuss,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Fantasy', 'Humor']","4,13","15,779"
Hooked: How to Build Habit-Forming Products,Nir Eyal,"['Business', 'Nonfiction', 'Design', 'Psychology', 'Entrepreneurship', 'Self Help', 'Technology']","4,1","39,716"
Manufacturing Consent: Noam Chomsky and the Media,Mark Achbar,"['Politics', 'Nonfiction', 'Philosophy', 'History', 'Biography', 'Linguistics', 'Psychology']","4,38",524
The Sword in the Stone,Walt Disney Company,"['Childrens', 'Fantasy', 'Picture Books', 'Fiction', 'Classics']","3,97",351
Letter to His Father,Franz Kafka,"['Classics', 'Nonfiction', 'Biography', 'German Literature', 'Literature', 'Memoir', '20th Century']","3,97","27,16"
Miracles & Merits of Allah's Messenger - Al Bidayah VI,??? ????,['Islam'],"4,6",60
Enjoy Your Life,???? ??? ?????? ???????,"['Religion', 'Islam', 'Self Help', 'Nonfiction', 'Psychology', 'Unfinished', 'Spirituality']","4,19","13,856"
The Girl Who Played Go,Shan Sa,"['Fiction', 'Historical Fiction', 'China', 'Asia', 'Historical', 'War', 'France']","3,79","5,37"
The Thief of Always,Clive Barker,"['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure']","4,21","31,836"
James Herriot's 5 Book Set: All Creatures Great and Small / All Things Bright and Beautiful / All Th,James Herriot,"['Kids', 'Nonfiction']","4,75",329
Life and Fate,Vasily Grossman,"['Fiction', 'Russia', 'Classics', 'Historical Fiction', 'Russian Literature', 'War', 'Literature']","4,44","11,725"
Nemesis,Agatha Christie,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'British Literature']","3,86","35,538"
Millions of Cats,Wanda Gág,"['Picture Books', 'Childrens', 'Cats', 'Fiction', 'Animals', 'Classics', 'Humor']","4,08","21,92"
Orchard of Dust,Brian Edward Bahr,"['Historical Fiction', 'Fiction']","3,76","1,439"
The Gown,Jennifer Robson,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'British Literature', 'Adult', 'Adult Fiction']","4,13","48,612"
Lucifer's Hammer: A Novel,Larry Niven,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Science Fiction Fantasy', 'Dystopia', 'Survival']",4,"42,871"
End of the Spear,Steve Saint,"['Biography', 'Nonfiction', 'Christian', 'Christianity', 'History', 'Faith', 'Religion']","4,42","11,678"
Totem and Taboo,Sigmund Freud,"['Psychology', 'Nonfiction', 'Philosophy', 'Psychoanalysis', 'Anthropology', 'Religion', 'Classics']","3,85","9,751"
The Book of Secrets,Osho,"['Spirituality', 'Philosophy', 'Nonfiction', 'Self Help', 'Buddhism', 'Religion', 'Health']","4,17","3,617"
Eloise,Kay Thompson,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Humor', 'New York', 'Juvenile']","4,17","24,899"
Gone to Soldiers,Marge Piercy,"['Historical Fiction', 'Fiction', 'World War II', 'War', 'Historical', 'Holocaust', 'Literature']","4,27","4,734"
Horton Hatches the Egg,Dr. Seuss,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Animals', 'Fantasy']","4,18","47,284"
Tender at the Bone: Growing Up at the Table,Ruth Reichl,"['Memoir', 'Food', 'Nonfiction', 'Biography', 'Cooking', 'Food Writing', 'Foodie']","4,08","36,387"
God's Debris: A Thought Experiment,Scott Adams,"['Philosophy', 'Fiction', 'Religion', 'Spirituality', 'Science Fiction', 'Psychology', 'Metaphysics']","3,95","7,624"
Linnea in Monet's Garden,Christina Björk,"['Art', 'Picture Books', 'Childrens', 'Biography', 'France', 'Nonfiction', 'History']","4,17","3,406"
Cakes and Ale,W. Somerset Maugham,"['Fiction', 'Classics', 'British Literature', 'Literature', 'Historical Fiction', 'Novels', '20th Century']","3,77","6,922"
Fear is the Key,Alistair MacLean,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Suspense', 'Crime']","3,94","4,382"
Desperation,Stephen King,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Suspense', 'Supernatural', 'Paranormal']","3,85","135,544"
"Catherine, Called Birdy",Karen Cushman,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Middle Grade', 'Childrens', 'Medieval']","3,73","40,839"
Faerie Wars,Herbie Brennan,"['Fantasy', 'Young Adult', 'Fiction', 'Fairies', 'Fae', 'Urban Fantasy', 'Young Adult Fantasy']","3,61","13,903"
There's No Such Place As Far Away,Richard Bach,"['Fiction', 'Philosophy', 'Spirituality', 'Short Stories', 'Childrens', 'Fantasy', 'Classics']","3,94","4,393"
They F*** You Up: How to Survive Family Life,Oliver James,"['Psychology', 'Nonfiction', 'Parenting', 'Self Help', 'Family', 'Sociology', 'Science']","3,85","1,107"
Don't Waste Your Life,John Piper,"['Christian', 'Christian Living', 'Theology', 'Nonfiction', 'Christianity', 'Faith', 'Religion']","4,12","31,175"
Chasing the Scream: The Search for the Truth About Addiction,Johann Hari,"['Nonfiction', 'History', 'Politics', 'Psychology', 'Science', 'Sociology', 'Health']","4,5","17,356"
PT 109 : John F. Kennedy in World War II,Robert John Donovan,"['History', 'Nonfiction', 'Biography', 'War', 'World War II', 'Military Fiction', 'American History']","3,82",812
The Go-Giver: A Little Story About a Powerful Business Idea,Bob Burg,"['Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Leadership', 'Buisness', 'Audiobook']","4,34","22,399"
The Easy Way to Stop Smoking: Join the Millions Who Have Become Non-Smokers Using Allen Carr's Easyway Method,Allen Carr,"['Nonfiction', 'Self Help', 'Psychology', 'Health', 'Personal Development', 'Audiobook', 'Reference']","4,25","13,821"
"""Dumbth"": The Lost Art of Thinking With 101 Ways to Reason Better & Improve Your Mind",Steve Allen,"['Nonfiction', 'Psychology', 'Philosophy', 'Sociology', 'Education', 'Humor', 'Essays']","3,53",168
Eureka Street,Robert McLiam Wilson,"['Fiction', 'Ireland', 'Irish Literature', 'Historical Fiction', 'Novels', 'Contemporary', 'Historical']","4,17","3,872"
The Nazi Doctors: Medical Killing and the Psychology of Genocide,Robert Jay Lifton,"['History', 'Nonfiction', 'Psychology', 'Holocaust', 'World War II', 'War', 'Medicine']","4,11","3,468"
Osho Zen Tarot,Osho,"['Tarot', 'Spirituality', 'Nonfiction', 'Divination', 'Philosophy', 'Religion', 'Buddhism']","4,41","1,155"
The Descent of Woman: The Classic Study of Evolution,Elaine Morgan,"['Science', 'Nonfiction', 'Feminism', 'History', 'Evolution', 'Anthropology', 'Biology']","4,15",811
Roughing It,Mark Twain,"['Classics', 'Fiction', 'Travel', 'Humor', 'Adventure', 'Literature', 'American']","3,88","9,086"
Walt Disney's Uncle Scrooge: Only a Poor Old Man,Gary Groth,"['Comics', 'Graphic Novels', 'Humor', 'Fiction', 'Comic Book', 'Graphic Novels Comics', 'Adventure']","4,53",780
My Life,Bill Clinton,"['Biography', 'Nonfiction', 'Politics', 'History', 'Memoir', 'Autobiography', 'Presidents']","3,73","47,972"
Level 7,Mordecai Roshwald,"['Science Fiction', 'Post Apocalyptic', 'Dystopia', 'Fiction', 'Apocalyptic', 'War', 'Horror']","3,94","1,805"
I'm Proud of You: My Friendship with Fred Rogers,Tim Madigan,"['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Inspirational', 'Audiobook', 'Autobiography']","4,18","3,005"
Coal Wars: The Future of Energy and the Fate of the Planet,Richard Martin,"['Nonfiction', 'Environment', 'History', 'Science', 'Politics']","3,65",83
Puckoon,Spike Milligan,"['Humor', 'Fiction', 'Comedy', 'Ireland', 'Irish Literature', 'Novels', '20th Century']","3,74","3,365"
The Broken Girls,Simone St. James,"['Mystery', 'Thriller', 'Fiction', 'Historical Fiction', 'Mystery Thriller', 'Horror', 'Paranormal']","4,07","90,748"
Suicide Casanova,Arthur Nersesian,"['Fiction', 'Erotica', 'Sexuality', 'Contemporary']","3,7",980
Birdy,William Wharton,"['Fiction', 'Classics', 'War', 'Novels', 'American', 'Psychology', 'Literature']","4,03","7,047"
One Hundred Demons,Lynda Barry,"['Graphic Novels', 'Comics', 'Memoir', 'Nonfiction', 'Art', 'Graphic Novels Comics', 'Humor']","4,18","8,952"
The Chancellor Manuscript,Robert Ludlum,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Suspense', 'Adventure', 'Crime']","3,85","6,392"
Saving Francesca,Melina Marchetta,"['Young Adult', 'Contemporary', 'Fiction', 'Mental Health', 'Audiobook', 'Drama', 'Young Adult Contemporary']","3,98","32,628"
Toy Story,Walt Disney Company,"['Childrens', 'Picture Books', 'Fiction', 'Media Tie In', 'Fantasy', 'Fairy Tales', 'Classics']","4,27","2,299"
Sin City Volume 1: The Hard Goodbye,Frank Miller,"['Comics', 'Graphic Novels', 'Fiction', 'Crime', 'Graphic Novels Comics', 'Comic Book', 'Noir']","4,16","62,869"
The Telling,Ursula K. Le Guin,"['Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Science Fiction Fantasy', 'Queer', 'LGBT']","3,96","7,228"
Of Love and Other Demons,Gabriel García Márquez,"['Fiction', 'Classics', 'Magical Realism', 'Historical Fiction', 'Romance', 'Literature', 'Latin American']","3,97","70,557"
How to invite people to Allah,???? ??? ?????? ???????,"['Islam', 'Religion']","4,41",100
The Partly Cloudy Patriot,Sarah Vowell,"['Nonfiction', 'History', 'Essays', 'Humor', 'Memoir', 'Politics', 'Audiobook']","3,87","28,336"
Welcome to Felicity's World · 1774: Growing Up in Colonial America,Pleasant Company,"['History', 'Nonfiction', 'Childrens', 'Picture Books', 'American History', 'Historical', 'School']","4,2",609
The Girl Before,J.P. Delaney,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller']","3,7","147,699"
Tartuffe,Molière,"['Plays', 'Classics', 'Drama', 'France', 'Theatre', 'Fiction', 'School']","3,66","37,372"
The Discoverers: A History of Man's Search to Know His World and Himself,Daniel J. Boorstin,"['History', 'Nonfiction', 'Science', 'Philosophy', 'World History', 'History Of Science', 'Historical']","4,12","11,451"
Divorce Busting: A Step-by-Step Approach to Making Your Marriage Loving Again,Michele Weiner-Davis,"['Marriage', 'Relationships', 'Psychology', 'Nonfiction', 'Self Help']",4,263
Why Orwell Matters,Christopher Hitchens,"['Nonfiction', 'Biography', 'Politics', 'History', 'Philosophy', 'Essays', 'Literary Criticism']","3,95","3,781"
"The Complete Works of Aristotle: The Revised Oxford Translation, Volume 2",Aristotle,"['Philosophy', 'Classics', 'Nonfiction', 'Science', 'History', 'Greece', 'Reference']","4,53",344
Saving Fish from Drowning,Amy Tan,"['Fiction', 'Historical Fiction', 'Asia', 'China', 'Asian Literature', 'Novels', 'Contemporary']","3,45","31,398"
"George, Nicholas and Wilhelm: Three Royal Cousins and the Road to World War I",Miranda Carter,"['History', 'Biography', 'Nonfiction', 'Russia', 'Germany', 'World War I', 'Historical']","4,03","3,856"
